id;key;option;likert_question;scale
112;TRAITPOLMF1B_W36;Mostly hurts a man's chances;In general, how do you think being compassionate impacts a man's chances of getting elected to high political office? To what extent do you agree with the following statement: Being compassionate mostly hurts a man's chances of getting elected to high political office. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
112;TRAITPOLMF1B_W36;Doesn't make much of a difference;In general, how do you think being compassionate impacts a man's chances of getting elected to high political office? To what extent do you agree with the following statement: Being compassionate doesn't make much of a difference for a man's chances of getting elected to high political office. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
113;TRAITPOLMF1C_W36;Mostly helps a man's chances;In general, how do you think being ambitious impacts a man's chances of getting elected to high political office? To what extent do you agree with the following statement: Being ambitious mostly helps a man's chances of getting elected to high political office. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
113;TRAITPOLMF1C_W36;Mostly hurts a man's chances;In general, how do you think being ambitious impacts a man's chances of getting elected to high political office? To what extent do you agree with the following statement: Being ambitious mostly hurts a man's chances of getting elected to high political office. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
113;TRAITPOLMF1C_W36;Doesn't make much of a difference;In general, how do you think being ambitious impacts a man's chances of getting elected to high political office? To what extent do you agree with the following statement: Being ambitious doesn't make much of a difference for a man's chances of getting elected to high political office. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
114;TRAITPOLMF1D_W36;Mostly helps a man's chances;In general, how do you think being approachable impacts a man's chances of getting elected to high political office? To what extent do you agree with the following statement: Being approachable mostly helps a man's chances of getting elected to high political office. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
114;TRAITPOLMF1D_W36;Mostly hurts a man's chances;In general, how do you think being approachable impacts a man's chances of getting elected to high political office? To what extent do you agree with the following statement: Being approachable mostly hurts a man's chances of getting elected to high political office. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
114;TRAITPOLMF1D_W36;Doesn't make much of a difference;In general, how do you think being approachable impacts a man's chances of getting elected to high political office? To what extent do you agree with the following statement: Being approachable doesn't make much of a difference for a man's chances of getting elected to high political office. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
115;TRAITPOLMF1E_W36;Mostly helps a man's chances;In general, how do you think being assertive impacts a man's chances of getting elected to high political office? To what extent do you agree with the following statement: Being assertive mostly helps a man's chances of getting elected to high political office. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
115;TRAITPOLMF1E_W36;Mostly hurts a man's chances;In general, how do you think being assertive impacts a man's chances of getting elected to high political office? To what extent do you agree with the following statement: Being assertive mostly hurts a man's chances of getting elected to high political office. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
115;TRAITPOLMF1E_W36;Doesn't make much of a difference;In general, how do you think being assertive impacts a man's chances of getting elected to high political office? To what extent do you agree with the following statement: Being assertive doesn't make much of a difference for a man's chances of getting elected to high political office. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
116;TRAITPOLMF1F_W36;Mostly helps a man's chances;In general, how do you think showing emotions impacts a man's chances of getting elected to high political office? To what extent do you agree with the following statement: Showing emotions mostly helps a man's chances of getting elected to high political office. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
116;TRAITPOLMF1F_W36;Mostly hurts a man's chances;In general, how do you think showing emotions impacts a man's chances of getting elected to high political office? To what extent do you agree with the following statement: Showing emotions mostly hurts a man's chances of getting elected to high political office. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
